issue_id,severity,category,title,description,affected_screen_ids,affected_routes,affected_roles,affected_workspaces,evidence_screenshots,expected_behavior,actual_behavior,recommendation,priority,implementation_notes
BROKEN-ACTION-1419,P1,broken_action,Action needs review: Open Payments,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__ACCOUNTING__PAID__LOAD__DESKTOP__257,/operations?workspace=bna&view=accounting&section=paid,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__ACCOUNTING__PAID__LOAD__DESKTOP__257.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1420,P1,broken_action,Action needs review: Payments 5,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__ACCOUNTING__NEEDS_SIGNUP__LOAD__DESKTOP__258,/operations?workspace=bna&view=accounting&section=needs_signup,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__ACCOUNTING__NEEDS_SIGNUP__LOAD__DESKTOP__258.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1421,P1,broken_action,Action needs review: Open Payments,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__ACCOUNTING__NEEDS_SIGNUP__LOAD__DESKTOP__258,/operations?workspace=bna&view=accounting&section=needs_signup,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__ACCOUNTING__NEEDS_SIGNUP__LOAD__DESKTOP__258.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1422,P1,broken_action,Action needs review: Payments 5,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__ACCOUNTING__EXCEPTIONS__LOAD__DESKTOP__259,/operations?workspace=bna&view=accounting&section=exceptions,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__ACCOUNTING__EXCEPTIONS__LOAD__DESKTOP__259.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1423,P1,broken_action,Action needs review: Open Payments,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__ACCOUNTING__EXCEPTIONS__LOAD__DESKTOP__259,/operations?workspace=bna&view=accounting&section=exceptions,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__ACCOUNTING__EXCEPTIONS__LOAD__DESKTOP__259.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1424,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__ADMIN__OVERVIEW__LOAD__DESKTOP__269,/operations?workspace=bna&view=admin&section=overview,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__ADMIN__OVERVIEW__LOAD__DESKTOP__269.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1425,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__ADMIN__USERS__LOAD__DESKTOP__270,/operations?workspace=bna&view=admin&section=users,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__ADMIN__USERS__LOAD__DESKTOP__270.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1426,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__ADMIN__ROLES__LOAD__DESKTOP__271,/operations?workspace=bna&view=admin&section=roles,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__ADMIN__ROLES__LOAD__DESKTOP__271.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1427,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__ADMIN__WORKSPACES__LOAD__DESKTOP__272,/operations?workspace=bna&view=admin&section=workspaces,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__ADMIN__WORKSPACES__LOAD__DESKTOP__272.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1428,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__ADMIN__INVITATIONS__LOAD__DESKTOP__273,/operations?workspace=bna&view=admin&section=invitations,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__ADMIN__INVITATIONS__LOAD__DESKTOP__273.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1429,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__ADMIN__TICKETS__LOAD__DESKTOP__274,/operations?workspace=bna&view=admin&section=tickets,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__ADMIN__TICKETS__LOAD__DESKTOP__274.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1430,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__ADMIN__MESSAGES__LOAD__DESKTOP__275,/operations?workspace=bna&view=admin&section=messages,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__ADMIN__MESSAGES__LOAD__DESKTOP__275.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1431,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__ADMIN__SETTINGS__LOAD__DESKTOP__276,/operations?workspace=bna&view=admin&section=settings,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__ADMIN__SETTINGS__LOAD__DESKTOP__276.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1432,P1,broken_action,Action needs review: Payment Links 0,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SETTINGS__PROFILE__LOAD__DESKTOP__277,/operations?workspace=bna&view=settings&section=profile,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SETTINGS__PROFILE__LOAD__DESKTOP__277.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1433,P1,broken_action,Action needs review: Save Settings,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SETTINGS__PROFILE__LOAD__DESKTOP__277,/operations?workspace=bna&view=settings&section=profile,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SETTINGS__PROFILE__LOAD__DESKTOP__277.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-1434,P1,broken_action,Action needs review: Payment Links 0,Not executed during audit because it can mutate production state or trigger external systems.,BNAADMIN__BNA__SETTINGS__WORKSPACE__LOAD__DESKTOP__278,/operations?workspace=bna&view=settings&section=workspace,BNA Admin,BNA School Workspace,screenshots/desktop/BNAADMIN__BNA__SETTINGS__WORKSPACE__LOAD__DESKTOP__278.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
